time_s,speed_kmh,throttle_pct,brake,gap_s,active_aero,sector,lap,tyre_life
7280.986,120.0,48.0,0.0,0.521128708483437,0.0,1,21,18.0
7281.986,134.16666666666447,69.74999999999669,0.0,0.6416570203620553,0.0,1,21,18.0
7282.986,166.5,99.625,0.0,0.7733811737170032,0.0,1,21,18.0
7283.986,190.66666666666666,99.0,0.0,0.7932799068459383,0.0,1,21,18.0
7284.986,205.14285714285714,99.0,0.0,0.8670380363263928,0.0,1,21,18.0
7285.986,219.19402985074504,99.0,0.0,0.9062066412892552,0.0,1,21,18.0
7286.986,213.03750000000767,10.19375000003965,1.0,0.8164598021490619,0.0,1,21,18.0
7287.986,190.0,32.6,0.0,0.7686807875281422,0.0,1,21,18.0
7288.986,192.0,100.0,0.0,0.8063337791039671,0.0,1,21,18.0
7289.986,202.0,100.0,0.0,0.8613561153027962,0.0,1,21,18.0
7290.986,213.9090909090909,99.0,0.0,0.8933417078848727,0.0,1,21,18.0
7291.986,220.42857142857142,99.0,0.0,0.9712985281716562,0.0,1,21,18.0
7292.986,206.0312500000064,52.293750000060115,0.0,0.790820246255881,0.0,1,21,18.0
7293.986,167.0,14.0,0.0,0.7177379832277762,0.0,1,21,18.0
7294.986,177.0,81.875,0.0,0.850178862583889,0.0,1,21,18.0
7295.986,209.0,99.0,0.0,1.0005153400368771,0.0,1,21,18.0
7296.986,235.8518518518486,99.14814814814802,0.0,1.1601997946959446,0.0,1,21,18.0
7297.986,258.8888888888889,99.77777777777777,0.0,1.2588141338473524,0.0,1,21,18.0
7298.986,277.1666666666667,99.16666666666667,0.0,1.3481832681324388,0.0,1,21,18.0
7299.986,288.8291666666658,99.82916666666581,0.0,1.3966552419510758,0.0,1,21,18.0
7300.986,296.0,99.0,0.0,1.4006740820203336,0.0,1,21,18.0
7301.986,302.0,99.0,0.0,1.415128447546793,0.0,1,21,18.0
7302.986,306.0,99.0,0.0,1.4080310002481389,0.0,1,21,18.0
7303.986,309.1666666666667,99.58333333333333,0.0,1.4528953926199955,0.0,1,21,18.0
7304.986,310.625,99.0,0.0,1.539494042134071,0.0,1,21,18.0
